Full Text,Sentiment,Domain,Date,Page Type,Country Character,Country Competence,People Character,People Competence,text
RT @W7VOA Seventh confirmed US #coronarvirus patient (in northern #California) said to have been exposed while traveling in #China. https://t.co/6DD2Gnr3TR,negative,twitter.com,19:50.0,twitter,0.0,0.0,0.0,0.0,seventh confirmed coronarvirus patient northern california said exposed traveling china
RT @NcovUpdate 30 January 2020. Total confirmed 9776 #WuhanCoronavirus #Wuhan #ChinaVirus #virus #SARS #coronavirus #China #WuhanPneumonia #WuhanLockDown #prayforchina #PrayForWuhan #Philippines #Thailand #Japan #SouthKorea #US #sciences #medecine #France #Vietnam https://t.co/loeRGhWh8q,neutral,twitter.com,19:46.0,twitter,0.0,0.0,0.0,0.0,january total confirmed wuhancoronavirus wuhan chinavirus virus sars coronavirus china wuhanpneumonia wuhanlockdown prayforchina prayforwuhan philippines thailand japan southkorea sciences medecine france vietnam
"RT @Dr_faryal1 #China has imprisoned more than 1 million Uighur Muslims in detention, so Allah Sheds a virus that has not been discovered yet. It has isolated 4 cities with a population of more than 20 million Chinese. ""And you are unaware of what they going to do."" Allahu Akbar.",negative,twitter.com,19:46.0,twitter,-1.0,-1.0,-1.0,-1.0,china imprisoned million uighur muslims detention allah sheds virus discovered yet isolated cities population million chinese unaware going allahu akbar
"RT @DrTedros In many ways, #China is actually setting a new standard for outbreak response. Our greatest concern is the potential for the virus to spread to countries with weaker health systems, and which are ill-prepared to deal with it. #2019nCoV https://t.co/GdUQZGvzkd",neutral,twitter.com,19:38.0,twitter,1.0,1.0,0.0,0.0,many ways china actually setting new standard outbreak response greatest concern potential virus spread countries weaker health systems illprepared deal ncov
"RT @JimAshley007 #CoronaVirus Update Jan. 31, 2020: #Trump Administration Declares Public Health Emergency 200+ Dead in China 10,000+ Dead in #USA just for the FLU this season https://t.co/zpEnFJuRUA Suggests NO TRAVEL to #China Wear Mask, Wash Hands, Do NOT Touch Face when out & about!",neutral,twitter.com,19:01.0,twitter,-1.0,0.0,0.0,0.0,coronavirus update jan trump administration declares public health emergency dead china dead usa flu season suggests travel china wear mask wash hands touch face
"RT @CovertShores At least two #China Navy (PLAN) newly constructed nuclear powered ballistic missile #Submarines (SSBNs, aka Boomers/Bombers) visible in this satellite imagery. https://t.co/3DXDCLLz5r",neutral,twitter.com,19:01.0,twitter,1.0,1.0,0.0,0.0,least two china navy plan newly constructed nuclear powered ballistic missile submarines ssbns aka boomersbombers visible satellite imagery
RT @Dave2307 Breaking News #Coronavirus Update 01/02/2020: The virus is now have 11213 infected and 259 deaths. I have no words. Pray for everyone in #China include my family relatives. https://t.co/PWWLRrSMAJ,negative,twitter.com,18:47.0,twitter,0.0,0.0,0.0,0.0,breaking news coronavirus update virus infected deaths words pray everyone china include family relatives
RT @OCDrises The genome has a little HIV in it 🤔🤔. This getting stranger all the time. #China #ChinaVirus #wuhanvirus #WuhanOutbreak #WuhanLockDown #wuhanquarantine #coronaoutbreak @RealDonaldTrump #Coronavirus #CoronavirusOutbreak #WuFlu #nCov2019 #2019nCov #Bioweapon,neutral,twitter.com,18:43.0,twitter,0.0,0.0,0.0,0.0,genome little hiv getting stranger time china chinavirus wuhanvirus wuhanoutbreak wuhanlockdown wuhanquarantine coronaoutbreak coronavirus coronavirusoutbreak wuflu ncov ncov bioweapon
RT @SenRubioPress Confirmed #coronavirus cases in #Xinjiang highlight the ongoing humanitarian crisis for Uyghurs. The 1+ million detained in camps cannot take basic precautions against the spread of the disease. #China should immediately release those detained. #VirusThreatInCamps,neutral,twitter.com,18:42.0,twitter,-1.0,-1.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
RT @RT_com #Spain confirms first case of fast-spreading #coronavirus gripping #China https://t.co/1GriRYqtqT https://t.co/nNSfcDP16J,neutral,twitter.com,17:44.0,twitter,0.0,0.0,0.0,0.0,spain confirms first case fastspreading coronavirus gripping china
"RT @detresfa_ It's been exactly one week since #China began working on the 1000 bed Hospital in #wuhan, video from the site today shows a complete transformation which would hopefully save lives of people affected by the #WuhanVirus #Cornoavirus #nCoV2020 https://t.co/EWpYQ6Rpvy",negative,twitter.com,17:04.0,twitter,1.0,1.0,0.0,0.0,exactly one week since china began working bed hospital wuhan video site today shows complete transformation would hopefully save lives people affected wuhanvirus cornoavirus ncov
the medical staff of #hongkong is going on strike next week because they don't accept that the government is allowing #china #refugees in and put the lives of their staff and that of the population in danger #coronavirus #Cononavirus #caronavirus #coronovirus,negative,twitter.com,16:32.0,twitter,-1.0,-1.0,0.0,0.0,medical staff hongkong going strike next week dont accept government allowing china refugees put lives staff population danger coronavirus cononavirus caronavirus coronovirus
RT @PhaedraXTeddy #China #coronavirus #Vegan Wealthy #Chinese food blogger about to tear up a bat and eat it. Aren't bats facing #extinction ? https://t.co/mzqO7slPuZ,neutral,twitter.com,16:14.0,twitter,-1.0,-1.0,0.0,0.0,china coronavirus vegan wealthy chinese food blogger tear bat eat arent bats facing extinction
"RT @anderscorr The @WHO response to #nCoV2019 proves that #China has too much influence there. @WHO downplayed the problem and does not allow #Taiwan in, increasing global risk. @WHO should stop playing politics and risking our lives. #QuarantineChina https://t.co/BNJIIXSFSK",neutral,twitter.com,16:04.0,twitter,-1.0,-1.0,0.0,0.0,response ncov proves china much influence downplayed problem allow taiwan increasing global risk stop playing politics risking lives quarantinechina
RT @W7VOA Seventh confirmed US #coronarvirus patient (in northern #California) said to have been exposed while traveling in #China.,negative,twitter.com,15:50.0,twitter,0.0,0.0,0.0,0.0,seventh confirmed coronarvirus patient northern california said exposed traveling china
RT @sotiridi More shocking evidence of people in the #Hubei province dropping down onto the floor of being very ill of the #CoronaVirus in #China. https://t.co/FPdnLA0mir,negative,twitter.com,15:43.0,twitter,-1.0,-1.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
RT @ImHussnainSethi An extremely painful video 😢 We don’t deserve this 😭 #coronavirus #CoronavirusOutbreak #PrayForChina #coronaviruswuhan #2019nCoV #China #Wuhan #WuhanCoronavirus #ChinaVirus #WuhanPneumonia #CoronaOutbreak https://t.co/wpMNqTwB18,negative,twitter.com,15:15.0,twitter,-1.0,-1.0,0.0,0.0,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak
"China Coronavirus: Death toll rises to 213, infects 9,700 people as WHO declares a global emergency...... #WHO #China #Wuhan #Coronavirus #ChinaVirus #WuhanCoronavirus #CoronoaVirus #CoronaOutbreak #ChinaCoronaVirus https://t.co/gKMoj1mHBw",negative,twitter.com,15:00.0,twitter,-1.0,-1.0,0.0,0.0,china coronavirus death toll rises infects people declares global emergency china wuhan coronavirus chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus
"RT @ks10650 #WuhanCoronovirus frontline Nurse Ooo, by risk of death for publishing such a video, covered in HAZMAT suit begged the people to know, were being lied to, 90,000 infected in #China alone, and it’s spreading like wildfire. She implored do not go out to eat, don’t party, avoid -",negative,twitter.com,14:59.0,twitter,-1.0,-1.0,1.0,0.0,wuhancoronovirus frontline nurse ooo risk death publishing video covered hazmat suit begged people know lied infected china alone it s spreading like wildfire implored eat don t party avoid
"RT @thepointwithlx Why is learning Mandarin important for Xinjiang’s local people? Horigul Tursun, a #Uygur student from Nanjing Audit University, explains why even her parents are keen to learn Mandarin Chinese from scratch. #China #Xinjiang #thepointwithlx https://t.co/3FBmhM7LvP",neutral,twitter.com,14:57.0,twitter,1.0,1.0,1.0,1.0,learning mandarin important xinjiang s local people horigul tursun uygur student nanjing audit university explains even parents keen learn mandarin chinese scratch china xinjiang thepointwithlx
RT @GerberKawasaki No one is out. In a country of 1 bil. All at home. This is a major disaster. #coronarvirus #china,negative,twitter.com,14:52.0,twitter,-1.0,-1.0,0.0,0.0,one country bil home major disaster coronarvirus china
RT @RT_com #Spain confirms first case of fast-spreading #coronavirus gripping #China https://t.co/1GriRYqtqT https://t.co/nNSfcDP16J,neutral,twitter.com,14:31.0,twitter,-1.0,-1.0,0.0,0.0,spain confirms first case fastspreading coronavirus gripping china
"As the #coronavirus spreads, fear is fueling #racism and #xenophobia . #China is the new #nazi . Mass killings. They kill our #Uighurs #Muslims . #eathalal https://t.co/WOeteYoAjg",negative,twitter.com,14:16.0,twitter,-1.0,-1.0,-1.0,-1.0,coronavirus spreads fear fueling racism xenophobia china new nazi mass killings kill uighurs muslims eathalal
RT @IndoPac_Info #Swedish media calls for action against attacks from #Chinese officials Media body says journalists are denied visas and editors receive threatening emails https://t.co/D4pZ95lp2O,negative,twitter.com,14:04.0,twitter,-1.0,-1.0,-1.0,-1.0,swedish media calls action attacks chinese officials media body says journalists denied visas editors receive threatening emails
RT @Metacowboy CCP's policeman welded the door of #coronavirus infected houses #wuhan #china,negative,twitter.com,13:41.0,twitter,-1.0,-1.0,-1.0,-1.0,ccps policeman welded door coronavirus infected houses wuhan china
RT @sotiridi #Breaking: Just in - The First case of the #coronarvirus has been registered in New York at the Queens. #US #China #Virus. https://t.co/HgWjxpHEJs,neutral,twitter.com,13:39.0,twitter,-1.0,-1.0,0.0,0.0,breaking first case coronarvirus registered new york queens china virus
"RT @HongKongFP #HongKong's Carrie Lam dismisses calls to close the border with mainland #China, despite threats of strike action by the medical sector next week. https://t.co/peTxc3r6qa #coronavirus #wuhancoronavirus https://t.co/IJiF3NyIJ4",negative,twitter.com,13:24.0,twitter,-1.0,-1.0,0.0,0.0,hongkongs carrie lam dismisses calls close border mainland china despite threats strike action medical sector next week coronavirus wuhancoronavirus
"RT @cjwerleman “Our only sin was having accepted Islam. We’re a religious family, we accepted Islam. We prayed five times a day and read the Qur’an. My parents went to Mecca. They committed no other crime.” #China https://t.co/E9lF7rBr9O",neutral,twitter.com,13:22.0,twitter,-1.0,-1.0,1.0,1.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
"Drones watching you, telling you what to do In #China You feel safe, and protected? #georgeorwell #coronavirus #surveillance",negative,twitter.com,12:55.0,twitter,-1.0,-1.0,0.0,0.0,drones watching telling china feel safe protected georgeorwell coronavirus surveillance
"RT @cjwerleman “Our only sin was having accepted Islam. We’re a religious family, we accepted Islam. We prayed five times a day and read the Qur’an. My parents went to Mecca. They committed no other crime.” #China https://t.co/E9lF7rBr9O",neutral,twitter.com,12:43.0,twitter,-1.0,-1.0,1.0,1.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
"RT @WilliamYang120 Also, one thing that #China is hiding is the number of death caused by the virus. Credible Chinese media outlet @initiumnews interviewed people working at local cremation centers, confirming that many dead bodies were sent directly from the hospitals to the cremation centers...",negative,twitter.com,12:35.0,twitter,-1.0,-1.0,0.0,0.0,also one thing china hiding number death caused virus credible chinese media outlet interviewed people working local cremation centers confirming many dead bodies sent directly hospitals cremation centers
RT @telesurenglish #China | Citizens are being discriminated against abroad all due to fear-mongering over the #Coronavirus #WuhanCoronavirus #coronaviruschina #coronaviruswuhan https://t.co/ACZFU2mLCv,negative,twitter.com,12:33.0,twitter,-1.0,-1.0,0.0,0.0,china citizens discriminated abroad due fearmongering coronavirus wuhancoronavirus coronaviruschina coronaviruswuhan
Hunt begins for 'close contacts' of the two #UK #coronavirus cases https://t.co/PPbMohrwTV #China #York #WARS,neutral,twitter.com,12:26.0,twitter,0.0,0.0,0.0,0.0,hunt begins close contacts two coronavirus cases china york wars
"RT @EpochTimes The US will bar entry to foreign nationals who have been in mainland #China in the past 14 days, in a ramp-up of efforts to stem the spread of the #Coronavirus. The temporary ban won't apply to the immediate family of US citizens or permanent residents. https://t.co/P1JMjTBeyJ",neutral,twitter.com,12:17.0,twitter,-1.0,-1.0,0.0,0.0,bar entry foreign nationals mainland china past days rampup efforts stem spread coronavirus temporary ban wont apply immediate family citizens permanent residents
RT @RT_com #Spain confirms first case of fast-spreading #coronavirus gripping #China https://t.co/1GriRYqtqT https://t.co/nNSfcDP16J,neutral,twitter.com,12:09.0,twitter,0.0,0.0,0.0,0.0,spain confirms first case fastspreading coronavirus gripping china
"I just wanna let everyone know- my dad came home from china.. so if I die, you already know 😂😂 #China",neutral,twitter.com,11:28.0,twitter,0.0,0.0,0.0,0.0,wanna let everyone know dad came home china die already know china
"RT @persecutionnews Amid the #CoronaVirus crisis, #Christians in #China are stepping up to stand in the gap left unattended by the #CCP. See: https://t.co/CrbraXC4Yg",negative,twitter.com,08:03.0,twitter,0.0,0.0,1.0,1.0,amid coronavirus crisis christians china stepping stand gap left unattended ccp see
RT @ellymelly Anyone else notice that the usual #woke #SocialJustice warrior #snowflake #elite saw #China's barbaric treatment of animals in #wuhan cause a world wide viral outbreak and instead of calling out the #Communist nation they decided to... accuse #Auspol of racism 🤔 #coronavirus,negative,twitter.com,07:59.0,twitter,-1.0,0.0,-1.0,-1.0,anyone else notice usual woke socialjustice warrior snowflake elite saw chinas barbaric treatment animals wuhan cause world wide viral outbreak instead calling communist nation decided accuse auspol racism coronavirus
RT @RT_com #Spain confirms first case of fast-spreading #coronavirus gripping #China https://t.co/1GriRYqtqT https://t.co/nNSfcDP16J,neutral,twitter.com,07:57.0,twitter,0.0,0.0,0.0,0.0,spain confirms first case fastspreading coronavirus gripping china
"RT @FoxEbenBrown #BREAKING: @CDCGov announces U.S. citizens flown back from #China and kept at March Air Reserve Base in #CA will be under #Federal #Quarantine, which is not voluntary. It's the first such order in 50 years. #fnr",neutral,twitter.com,07:42.0,twitter,0.0,0.0,0.0,0.0,breaking announces citizens flown back china kept march air reserve base federal quarantine voluntary first order years fnr
RT @sotiridi #Update: Read the statement in Spanish of #Spain confirming its first case of the #CoronaVirus. #China #Wuhan #Hubei https://t.co/2IhrBvRJLE,neutral,twitter.com,07:14.0,twitter,0.0,0.0,0.0,0.0,update read statement spanish spain confirming first case coronavirus china wuhan hubei
BREAKING NEWS! @ATLairport Harts-field Jackson airport will be one of only 7 airports in the US receiving flights from China starting 5pm this Sunday #Atlanta #breaking #coronarvirus #china,neutral,twitter.com,06:51.0,twitter,0.0,0.0,0.0,0.0,breaking news hartsfield jackson airport one airports receiving flights china starting pm sunday atlanta breaking coronarvirus china
"RT @DrTedros In many ways, #China is actually setting a new standard for outbreak response. Our greatest concern is the potential for the virus to spread to countries with weaker health systems, and which are ill-prepared to deal with it. #2019nCoV https://t.co/GdUQZGvzkd",neutral,twitter.com,06:46.0,twitter,1.0,1.0,0.0,0.0,many ways china actually setting new standard outbreak response greatest concern potential virus spread countries weaker health systems illprepared deal ncov
"RT @SenRubioPress While the #coronavirus spreads, we must continue to take necessary steps to address this global health crisis & protect Americans. @StateDept should halt any new visa approvals in #China until the outbreak is contained.",neutral,twitter.com,06:26.0,twitter,0.0,0.0,0.0,0.0,coronavirus spreads must continue take necessary steps address global health crisis protect americans halt new visa approvals china outbreak contained
RT @LotteLeicht1 “It is unacceptable that the world’s largest dictatorship is trying to prevent free & independent journalism in a democracy like #Sweden. These repeated attacks must cease immediately” Swedish media calls for action against attacks from #China officials. https://t.co/vXjWgnMFEW,negative,twitter.com,06:02.0,twitter,-1.0,0.0,0.0,0.0,it unacceptable world s largest dictatorship trying prevent free independent journalism democracy like sweden repeated attacks must cease immediately swedish media calls action attacks china officials
"RT @rinachandran Forced to stay indoors, more than 40 million people have tuned in to the livestreams of two hospitals being built: Cement mixers become unlikely celebrities in #China #coronavirus lockdown https://t.co/Ja2e1FwylF",negative,twitter.com,05:29.0,twitter,1.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
‘Is #China set to play a greater role in Afghanistan?‘ writes Syed Fazl-e-Haider https://t.co/fWnggBhwkg,neutral,twitter.com,05:04.0,twitter,1.0,1.0,0.0,0.0,is china set play greater role afghanistan writes syed fazlehaider
RT @W7VOA Seventh confirmed US #coronarvirus patient (in northern #California) said to have been exposed while traveling in #China.,negative,twitter.com,04:06.0,twitter,0.0,0.0,0.0,0.0,seventh confirmed coronarvirus patient northern california said exposed traveling china
RT @sotiridi #Update: Read the statement in Spanish of #Spain confirming its first case of the #CoronaVirus. #China #Wuhan #Hubei https://t.co/2IhrBvRJLE,neutral,twitter.com,04:05.0,twitter,0.0,0.0,0.0,0.0,update read statement spanish spain confirming first case coronavirus china wuhan hubei
"RT @GIS_Bandit FYI: #CoronaVirus Status #Dashboard for #China by #ChinaCDC and #esriChina, built w/ @ArcGISJSAPI App: https://t.co/otVS0eEDBJ Background: https://t.co/LqsgblYdTp #virus #healthGIS #esri #ArcGIS #GIS #javascript #esrijs @Esri @Esri_Health @WHO @CDCgov @CDCGlobal @EsriGeoDev https://t.co/eR9GDiOq7C",neutral,twitter.com,03:43.0,twitter,0.0,0.0,0.0,0.0,fyi coronavirus status dashboard china chinacdc esrichina built app background virus healthgis esri arcgis gis javascript esrijs
"RT @TheICIR The website also still parades @GEJonathan as the president of #Nigeria, even though he handed over to @MBuhari 5-years ago. Read here, EMBARRASSING: Website of Nigerian embassy in #China last updated in 2013 despite #coronavirusoutbreak 👉🏿 https://t.co/Tuh8aGippx @BashirAhmaad https://t.co/KEwmVBec3J",neutral,twitter.com,03:43.0,twitter,-1.0,-1.0,0.0,0.0,website also still parades president nigeria even though handed years ago read embarrassing website nigerian embassy china last updated despite coronavirusoutbreak
@NewsApac @theheraldsun well it is #Chinese Virus,neutral,twitter.com,03:41.0,twitter,0.0,0.0,0.0,0.0,well chinese virus
RT @SenRubioPress Confirmed #coronavirus cases in #Xinjiang highlight the ongoing humanitarian crisis for Uyghurs. The 1+ million detained in camps cannot take basic precautions against the spread of the disease. #China should immediately release those detained. #VirusThreatInCamps,neutral,twitter.com,03:31.0,twitter,-1.0,-1.0,1.0,1.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
"RT @HelenBranswell Travel bans can do more damage than they avert, public health experts warn as some lawmakers demand the isolation of #China over #2019nCoV outbreak. From @meggophone & @levfacher. https://t.co/DotYoL0L8y",negative,twitter.com,03:17.0,twitter,-1.0,-1.0,0.0,0.0,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak
RT @SenRubioPress Confirmed #coronavirus cases in #Xinjiang highlight the ongoing humanitarian crisis for Uyghurs. The 1+ million detained in camps cannot take basic precautions against the spread of the disease. #China should immediately release those detained. #VirusThreatInCamps,neutral,twitter.com,02:37.0,twitter,0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
"RT @W7VOA US mandates quarantine for 195 evacuees from Wuhan, #China who arrived this week at March Air Reserve Base in California amid #coronavirus worries, reports @washingtonpost. https://t.co/upj9fWC8IC",neutral,twitter.com,02:08.0,twitter,-1.0,-1.0,0.0,0.0,mandates quarantine evacuees wuhan china arrived week march air reserve base california amid coronavirus worries reports
RT @IRIglobal #China’s increasingly aggressive authoritarianism is one of the most daunting challenges facing developing and established democracies. How some countries have pushed back and what more could be done: https://t.co/gThGDSBz8R https://t.co/1fMvMkyavJ,neutral,twitter.com,01:53.0,twitter,-1.0,-1.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
"RT @Brooklynmonk New York Times confirms, #CPC #China tried to hide the #coronavirus. Some reports claim they knew as early as December 30. This is a #crimeagainstHumanity. How is this any different than releasing a #bilogicalweapon?",neutral,twitter.com,01:49.0,twitter,-1.0,-1.0,0.0,0.0,new york times confirms cpc china tried hide coronavirus reports claim knew early december crimeagainsthumanity different releasing bilogicalweapon
"RT @nntaleb HOW TO REACT TO PANDEMICS can be dowloaded belo @normonics, @yaneerbaryam #ChinaCoronaVirus #China https://t.co/N0TGkbx94f https://t.co/WH79rULG9d",neutral,twitter.com,01:43.0,twitter,0.0,0.0,0.0,0.0,react pandemics dowloaded belo chinacoronavirus china
"RT @FranciscoMarty_ #Coronavirus #Outbreak: How Scared Should You Be? Great #podcast in @sciencevs posted 30Jan2020, featuring several of the actors and witnesses in #China and the USA, including @NIAIDNews, @CatharinePaules. #2019nCoV #DontCoverDiscover @InfectiousDz https://t.co/uq7n14befp",neutral,twitter.com,01:29.0,twitter,0.0,0.0,0.0,0.0,coronavirus outbreak scared great podcast posted jan featuring several actors witnesses china usa including ncov dontcoverdiscover
RT @RT_com #Spain confirms first case of fast-spreading #coronavirus gripping #China https://t.co/1GriRYqtqT https://t.co/nNSfcDP16J,neutral,twitter.com,01:29.0,twitter,-1.0,-1.0,0.0,0.0,spain confirms first case fastspreading coronavirus gripping china
"January 30, 2020: Oxford man pleads guilty to animal cruelty, told to return to #China https://t.co/ifkgneTt6q",negative,twitter.com,01:24.0,twitter,-1.0,0.0,-1.0,-1.0,january oxford man pleads guilty animal cruelty told return china
"RT @DrDenaGrayson 🚨BREAKING: #China reports large single-day leap in #2019nCoV cases—now totaling 9,692 confirmed + thousands of suspected—and 43 additional deaths, totaling 213. Unfortunately, these numbers will rise....and quickly. @thespybrief #coronavirus #2019_nCov https://t.co/Ogf1AcmfhX",negative,twitter.com,01:20.0,twitter,-1.0,-1.0,0.0,0.0,breaking china reports large singleday leap ncov cases now totaling confirmed thousands suspected and additional deaths totaling unfortunately numbers riseand quickly coronavirus ncov
@calichebahada @Money777Too Check out my feed. Tons of videos of people dying/laying dead in streets. Residents reporting refusal of treatment. China threatens 3-7 yrs in jail for reporting #s via social media. Look up #Wuhan #WuhanCoronavirus #China #coronavirus do some research.,negative,twitter.com,01:00.0,twitter,-1.0,-1.0,0.0,0.0,check feed tons videos people dyinglaying dead streets residents reporting refusal treatment china threatens yrs jail reporting via social media look wuhan wuhancoronavirus china coronavirus research
RT @SecPompeo .@StateDept is increasing the #China Travel Advisory to Level 4 – Do Not Travel. This is due to the spread of the novel #coronavirus throughout China & the @WHO determination that the outbreak constitutes a Public Health Emergency of International Concern. https://t.co/BIIUdavoP0,neutral,twitter.com,00:51.0,twitter,-1.0,-1.0,0.0,0.0,increasing china travel advisory level travel due spread novel coronavirus throughout china determination outbreak constitutes public health emergency international concern
@Tessfire1 I agree with you. I even doubt if I should keep supporting #Taiwan to join #WHO as we see they are doing nothing but echoing what #China says. The value of reaching global health has been long gone.,neutral,twitter.com,00:48.0,twitter,-1.0,-1.0,-1.0,-1.0,agree even doubt keep supporting taiwan join see nothing echoing china says value reaching global health long gone
The latest https://t.co/Cx2wfLQfJ7! https://t.co/P1jNmQe2ul Thanks to @Geographedumond @3PlusInt @javifarri #coronavirus #china,neutral,twitter.com,00:41.0,twitter,0.0,0.0,0.0,0.0,latest thanks coronavirus china
RT @W7VOA 'Orwellian' and 'dystopian' are words being uttered on social media today in reaction to patrol drones flying around #China ordering people to put on face masks or go inside amid the #coronavirus outbreak.,negative,twitter.com,00:26.0,twitter,-1.0,-1.0,0.0,0.0,orwellian dystopian words uttered social media today reaction patrol drones flying around china ordering people put face masks inside amid coronavirus outbreak
